AL01,(X) - LOXLEY,494,Proctor Ace Hardware,1281 Atlantic Blvd,Duval,Neptune Beach,FL,32266-4024,HDW,SUP,20020020001,871,COOLERS AND JUGS,COOLER & BEVERAGE ACCS,8437030,COOLER TIE DOWN KIT YETI,1,32.99
AL01,(X) - LOXLEY,494,Proctor Ace Hardware,1281 Atlantic Blvd,Duval,Neptune Beach,FL,32266-4024,HDW,SUP,20140000001,871,COOLERS AND JUGS,SUBSTITUTE ICE,8435166,ICE FRZR BLOCK 2LB. YETI,6,79.14
AL01,(X) - LOXLEY,494,Proctor Ace Hardware,1281 Atlantic Blvd,Duval,Neptune Beach,FL,32266-4024,HDW,SUP,21070060016,871,COOLERS AND JUGS,INSULATED DRINKWARE,8924474,RAMBLR SEAFM MAG LID20OZ,6,118.8
AL01,(X) - LOXLEY,494,Proctor Ace Hardware,1281 Atlantic Blvd,Duval,Neptune Beach,FL,32266-4024,HDW,SUP,21070070017,871,COOLERS AND JUGS,INSULATED DRINKWARE,8924565,RAMBLR SEAFM MAG LID30OZ,6,138.6
AL01,(X) - LOXLEY,494,Proctor Ace Hardware,1281 Atlantic Blvd,Duval,Neptune Beach,FL,32266-4024,HDW,SUP,21070100005,871,COOLERS AND JUGS,COOLER & BEVERAGE ACCS,8000692,RAMBLER BOTTLE CHUG CAP,12,79.2
AL02,(X) - LOXLEY,494,Proctor Ace Hardware,1281 Atlantic Blvd,Duval,Neptune Beach,FL,32266-4024,HDW,SUP,21070100005,871,COOLERS AND JUGS,COOLER & BEVERAGE ACCS,8000692,RAMBLER BOTTLE CHUG CAP,12,79.2
